O : à ASCO:t (dit avec dérision) (RIRE) <P1,L1> 
Y : {ouin;Ø} <P127,L12> 
S : ben il va sûrement la revendre [ 1 à un moment donné il va voir que ça arrivera pas là <P127,L13> 
Y : [ 1 <pp (inaud.)>> en s’adressant à Oscar) <P127,L14> 
O : <f<ah non>> [ 1 ouin mais il s’en était fait (en déplaçant son index d’un point à l’autre sur la table comme pour représenter la répétition) il s’en est fait racheter un lui <P127,L15> 
Y : [ 1 (inaud.) <P127,L16> 
S : ben NON il en a racheté un (.) il a vendu le sien à son frère pis il en a acheté [ 1 un autre (0:04:30.5) <P127,L17> 
Y : [ 1 ouin <P127,L18> 
O : non non <P127,L19> 
S : {ben oui;(inaud.)} <P128,L1> 
O : euh quand ils sont allés faire la ride (en glissant son index sur la table comme pour représenter le chemin) [ 1 là à: <P128,L2> 
Y : [ 1 ah ouais ouais ça c’est (en hochant la tête négativement) ça à: [ 2 sont allés à (en levant le menton vers la droite comme pour désigner un endroit) <P128,L3> 
O : [ 2 avec le gros [ 3 le gros il en a acheté un/ (en donnant des petits coups du bout de l’index sur la table comme pour insister sur ses propos) <P128,L4> 
Y : [ 3 ouin <P128,L5> 
Y : ouin parce {que:;que euh} (en hochant la tête affirmativement) <P128,L6> 
O : parce que le gros [ 1 il avait scrapé <P128,L7> 
Y : [ 1 (il hoche la tête affirmativement) ouin c’est ça <P128,L8> 
O : le gros en a acheté [ 1 un (en donnant un coup du bout de l’index sur la table comme pour désigner la motoneige dont il parle) lui il l’a revendu (en traçant un bond vers la gauche avec son index droit comme pour signaler le changement de propriétaire de la motoneige) <P128,L9> 
Y : [ 1 là il l’a <P128,L10> 
Y : ouin c’est ç- (.) il l’a revendu à son frère lui (en pointant son index devant lui comme pour désigner la personne dont il parle) pis là il s’est acheté un FX Nitro je pense <P128,L11> 
O : ouin [ 1 un affaire de même [ 2 plus gros <P128,L12> 
Y : [ 1 (il hoche la tête affirmativement) <P128,L13> 
Y : [ 2mais c’est de la bombe c’est de la bombe <P128,L14> 
O : ben ça l’air [ 1 que c’est ça itou/ là <P128,L15> 
Y : [ 1 c’est de la bête (.) ça a de l’air (en haussant une épaule en signe d’incertitude) <all<en tout cas je le sais pas>> <P128,L16> 
O : non il a:: pas un Nitro c’est l’Apex cel- euh qui roule le plus <P128,L17> 
Y : crisse euh: (.) il disait dans les drags pis tout ça comme chez Leblond (.) ça c’était le Nitro mon homme il rentre tout le temps (en levant sa main comme pour représenter l’avancée de la motoneige) en avant de toi (0:05:03.2) <P128,L18> 
O : ah ouin/ <P128,L19> 
Y : ouin (en hochant la tête affirmativement) <P128,L20> 
O : parce [ 1 qu’il y a un gars à la shop nous-autres il a un Apex <P129,L1> 
Y : [ 1 ça a l’air <P129,L2> 
S : (il couche sa bière vide sur la table) <P129,L3> 
O : [ 1 pis euh au GPS <P129,L4> 
Y : [ 1 s- (il tend le bras vers les bières pleines sur la table) <P129,L5> 
S : (RIRE) on va faire du du Patrice Lebel (il couche sa bière sur la table) il met la bière sur le côté pis là il la fait il joue à terre avec euh/ (en faisant rouler la bouteille de bière vide sur la table) envoye (inaud.) (dit en riant) (.) c’est chez vous qu’il faisait [ 1 ça (dit en s’adressant à Yan) (RIRE) <P129,L6> 
Y : [ 1 (il hoche la tête affirmativement) ouais <P129,L7> 
O : le gars un: Apex au GPS/ là (en donnant des petits coups du bout de l’index sur la table comme pour insister sur ses propos) <P129,L8> 
Y : (il hoche la tête affirmativement) <P129,L9> 
O : deux cent six kilomètres heure [ 1 dans la trail (en haussant ses sourcils et en pointant l’index sur la table comme pour insister sur ses propos) <P129,L10> 
Y : [ 1 tu me niaises (en hochant la tête affirmativement) heille sur le compteur il devait marquer deux vingt [ 2 ostie/ <P129,L11> 
O : [ 2 deux [ 3 vingt deux trente (0:05:30.1) <P129,L12> 
Y : [ 3 (il hoche la tête affirmativement) ah ouin/ <P129,L13> 
O : heille <P129,L14> 
S : hum <P129,L15> 
O : le gars i- ben c’est un méchant [ 1 spot de fous <P129,L16> 
Y : [ 1 ah ils ont dû jouer dedans un [ 2 peu là {itou;Ø} <P129,L17> 
O : [ 2 <all;f<non non non non non>> en hochant la tête négativement) <P129,L18> 
Y : non/ {stock;(inaud.)} <P129,L19> 6”) O : moi avec le mien le plus que j’avais pogné c’était cent quatre-vingt-quinze <P129,L20> 
Y : (il hoche la tête affirmativement) <P130,L1> 
O : au compteur <P130,L2> 
Y : (il incline la tête comme pour amener une nuance) [ 1 au compteur t’étais peut-être bien à cent quatre-vingt [ 2 au: au radar/ <P130,L3> 
O : [ 1 pis <P130,L4> 
O : [ 2 quatre croches plus loin quatre croches plus loin j’ai dû faire euh dix tonneaux <P130,L5> 
O : le coup avec (en tournant la tête vers la droite comme pour désigner l’endroit de l’accident) La Berlue ça/ (0:05:57.6) <P130,L6> 
Y : ah ça tirait [ 1 ben pareil ostie euh heille (.) petit skidoo de même c’est rien que (.) tu l’as vendu dans le bon temps t’aurais mis de l’argent là-dessus [ 2 ça euh (inaud.) <P130,L7> 
O : [ 1 ça allait ben en {crif;crisse} <P130,L8> 
O : [ 2 j’ai jamais mis d’argent sur la mécanique moi <P130,L9> 
Y : ah mais il aurait sauté tu euh: l’aurais gardé [ 1 pour moi t’aurais eu du trouble un peu avec <P130,L10> 
O : [ 1 (il fronce les sourcils et plisse les lèvres comme en signe de doute) <P130,L11> 
O : ah [ 1 pff je te le no- on te le noyait dans l’hui- NON j’ai jamais (.) crisse j’ai monté à dix mille kilos pareil [ 2 j’ai pas mis une cenne sur la mécanique <P130,L12> 
Y : [ 1 c’est (inaud.) pas parti de même dans ce temps-là (il abaisse les commissures de ses lèvres comme pour exprimer un doute puis hoche la tête négativement) <P130,L13> 
Y : [ 2 (il hoche la tête affirmativement) <P130,L14> 
Y : ouin (en levant le menton comme pour désigner un moment dans le futur) mais c’est le pire était à venir mon homme <P130,L15> 
O : peut-être <P130,L16> 
Y : t’aurais remis [ 1 deux mille piastres dans le moteur (en inclinant la tête comme pour insister sur ses propos) là tu l’aurais trouvé moins drôle <P130,L17> 
O : [ 1mai:s <P130,L18> 
O : ça a tout le temps été noyé dans l’huile ça a tout le tem:ps (0:06:27.5) <P131,L1> 
Y : <p<ouin mais c’est pas le problème d’en- d’entreposer pour moi c’est c’est plus>> .) checke nous-autres [ 1 le Tundra il a jamais baigné dans l’huile (dit en riant) (.) on le starte (en ramenant sa main vers lui comme s’il démarrait la motoneige) mon homme on le fait virer pendant l’été [ 2 ostie (en serrant son pouce contre son poing comme s’il actionnait l’accélérateur) <P131,L2> 
O : [ 1 à la fin à la fin il commenç- <P131,L3> 
O : [ 2 ouin mais [ 3moi je le faisais pas virer <P131,L4> 
Y : [ 3 chaque fois qu’on tondait la pelouse là chaque fois qu’on tond la pelouse on sort le tracteur à pelouse (en recourbant son index vers lui comme pour représenter la sortie du tracteur) (.) fait virer le skidoo (en serrant son pouce contre son poing comme s’il actionnait l’accélérateur) [ 4 c’est aussi bon ça a l’air que de le faire <P131,L5> 
O : [ 4 ouin mais moi euh:: il était parké ben oui ben oui [ 5 (inaud.) <P131,L6> 
Y : [ 5 i:l y a pas rien qui se ramasse dans le cylindre (en joignant ses mains comme pour former un cylindre) ostie [ 6 l- (en montant et descendant sa main fermée en cercle comme pour représenter le cylindre dont il parle) i:l <P131,L7> 
O : [ 6 c’est deux mois ça l’air (.) deux mois sans virer/ (en tapant son auriculaire sur la table comme pour insister sur ses propos) tu peux faire sécher les gaskets <P131,L8> 
Y : ah ouin/ [ 1 (il hoche la tête affirmativement) <P131,L9> 
O : [ 1 ben moi c’est un gars avec qui je travaille il fait il (.) [ 2 lui son (inaud.) (0:06:57.3) <P131,L10> 
Y : [ 2 {ça dépendait;c’est dépendant} itou comment il est entreposé <P131,L11> 
O : comme il [ 1 disait {lui;là} <P131,L12> 
Y : [ 1 drette au soleil (en déplaçant sa main vers la droite comme pour représenter une première option) si il fait ben (en fermant sa main et en fronçant le nez comme pour accentuer le ben) chaud ou [ 2 c’est plus humide (en ramenant sa main vers la gauche comme pour présenter une seconde option) ça dépend/ là (en ouvrant les mains devant lui comme pour présenter l’alternative) <P131,L13> 
O : [ 2 ah oui <P131,L14> 
S : si tu le mets en arrière de ton hangar (il abaisse les commissures de ses lèvres comme pour exprimer que c’est une mauvaise idée) <P131,L15> 
Y : nous-autres il est dans le petit garage/ avec le tracteur à pelouse (en levant les mains de la table comme pour présenter la situation telle qu’elle est) pis t’arrives on:: à chaque fois qu’on tondait la pelouse l’été (il ramène sa main vers lui comme s’il démarrait la motoneige) c’était de faire virer ça ostie [vrmm] (dit comme pour imiter le bruit de la motoneige) tu crosses un peu pendant deux [ 1 trois minutes (en serrant son pouce contre son poing comme s’il actionnait l’accélérateur) {pis après ça;(inaud.)} (en balayant son bras vers la droite comme pour exprimer que c’est assez) <P132,L1> 
O : [ 1 oui oui juste pour dire que t’as fait bouger [ 2 l’huile <P132,L2> 
Y : [ 2 juste pour que les rings passent dans le cylindre (.) ça nettoie ça (en faisant passer verticalement ses mains en forme de cylindre l’une contre l’autre en un mouvement répétitif comme pour représenter le passage du piston dans le cylindre) il y a pas rien de qui: qui a le goût de rouiller (en frottant son pouce contre son index comme s’il avait de la rouille entre les doigts) là-dedans rien (en levant sa main comme pour signifier qu’il n’y a rien) (.) [ 3 pis {l’huile il suit;(inaud.)} (en tournant son index dans les airs comme pour représenter le passage de l’huile) là un peu il se graisse regarde [ 4 ostie (en levant la main comme pour présenter la situation telle qu’elle est) <P132,L3> 
O : [ 3 parce que moi le gars avec qui je travaillais là/ <P132,L4> 
O : [ 4 il dit •une scie [ 5mécanique° il dit •en théorie là deux mois là pas plus° (.) je lui dis •jamais que le monde [ 6 le monde il bûche l’automne pis après ça [ 7 euh elle repart pas là/° mais il dit •c’est parce qu’après ça° il dit •elle revirera pas comme si elle serait neuve° (0:07:34.4) <P132,L5> 
Y : [ 5 (il hoche la tête affirmativement) <P132,L6> 
Y : [ 6 ouin (inaud.) ouin (il hoche la tête négativement) <P132,L7> 
Y : [ 7 tu repars pas ça ostie <P132,L8> 
Y : ah ouin <P132,L9> 
O : mais il dit •le monde s’en rendent pas compte elle vire pareil° <P132,L10> 
Y : (il hoche la tête affirmativement) <P132,L11> 
O : mais il dit •toutes les (.) les O rings (en formant un cercle avec son pouce et son index) pis les affaires de même ils vont comme euh [ 1 sècher° <P132,L12> 
S : [ 1 ton antiquité elle devai:t <P132,L13> 
O : mon antiquité <f<c’est pour ÇA qu’elle allait mal itou>> <P132,L14> 
S : (RIRE) <P132,L15> 
O : <f<il dit •quand° il dit •quand que euh ton tes gaskets sont secs là [ 1 t’es pas capable de la partir (.) ou si tu lâches le gaz elle étouffe°>> .) heille mon antiquité il faudrait que je la parte tout le temps avec du gaz dans le v- dans le filtreur <P133,L1> 
S : [ 1 ouai:s (dit avec doute) <P133,L2> 
Y : calvaire ok (.) ouin mais c’est peut-être le timing il y a plein [ 1 d’affaires (0:08:00.7) <P133,L3> 
S : [ 1 ostie <P133,L4> 
O : ah ouin mais heille euh ça a une scie des années mille neuf cent [ 1 quatre-vingt là elle avait même pas {de:;de euh} (en dessinant un demi-cercle avec sa main comme pour représenter le frein de chaîne) (.) de stopper [ 2 {de:;de euh} (en reproduisant, avec ses mains, la forme du garde de la scie à chaîne) <P133,L5> 
Y : [ 1 ouin <P133,L6> 
S : [ 2 ah ouin <P133,L7> 
Y : pas de brake après ça <P133,L8> 
S : non <P133,L9> 
O : non/ <P133,L10> 
Y : (il hoche la tête affirmativement) ok (en hochant la tête affirmativement) <P133,L11> 
S : ah c’est un [ 1 {affaire;(inaud.)} heille c’était gros man heille c’était (RIRE) <P133,L12> 
O : [ 1 heille c’est à mon beau-p- <P133,L13> 
O : heille ça [ 1 devait pes- <P133,L14> 
S : [ 1 heille <P133,L15> 
Y : [ 1 <f<genre qu’il y a juste une clenche à gaz (en présentant sa main devant lui et en recourbant son auriculaire et son annulaire comme s’il actionnait la clenche) t’as pas une affaire que faut que t’ailles la main sur la poignée là t’sais/>> en refermant sa main comme s’il tenait une poignée) <P133,L16> 
O : non [ 1 il y avait deux pitons/ (en pressant son pouce sur le côté de son index comme s’il enfonçait le bouton dont il parle) <P133,L17> 
Y : [ 1 astheure ils ont {tous;tout} ça ouin ok il y a deux pitons (en hochant la tête affirmativement) <P133,L18> 
S : ah t’avais [ 1 (inaud.) {c’était;c’est} un gros crisse de bloc man (en plaçant ses mains devant lui de manière à former un grand cercle comme pour montrer la grosseur de la scie dont il parle) (.) [ 2 TAbarnaque <P134,L1> 
O : [ 1mais pas de s- <P134,L2> 
O : [ 2 ah ah ouais elle devait peser cinquante livres <P134,L3> 
Y : [ 2AH ton- ben pesant ah ouais (en levant ses bras comme s’il tenait une grosse scie dans ses mains) (.) ostie que ça travaille pas ben ça <P134,L4> 
O : ouais mais ben aiguisée par exemple elle [ 1 descendait en CÂlif dans l’arbre (0:08:28.5) <P134,L5> 
Y : [ 1 (il hoche la tête affirmativement) ah oui c’est sûr (en inclinant la tête comme pour exprimer son accord) (.) mon père a: mon père eh crisse il est rendu avec quatre sc- trois quatre scies (.) il en a une là qui c’e- il a acheté dans le temps qu’il allait bûcher avec son père (en pointant devant lui comme pour insister sur ses propos) fait longtemps là (.) pis c’étai:t crisse c’était le même moteur (inaud.) qu’il y a avait dans le scooter que j’avais (en créant un espace entre ses mains comme pour montrer la forme et la grosseur du moteur dont il parle) <P134,L6> 
O : ah ouin <P134,L7> 
Y : plus fort (.) pis mon homme là tu clanches ça eh: (dit en riant) ça descend (en descendant ses deux mains fermées vers la table) (.) la chaîne ben aiguisée là/ (en hochant la tête affirmativement) <P134,L8> 
O : (il hoche la tête affirmativement) <P134,L9> 
S : [ 1 ouais <P134,L10> 
Y : [ 1 ça descend (en descendant le bras) mais crisse c’est pas manœuvrable/ (en ramenant ses mains vers lui comme s’il tenait la scie dans ses mains) (.) [ 2 tu viens pour [ 3 ébrancher avec ça (en bougeant les mains d’un côté et de l’autre comme s’il manœuvrait une scie à chaîne) <P134,L11> 
